202,13,4.1,1220,-200,21.7,1344,524,605,163,1676,1743,25.2,26.8,0.8451
202,14,3.4,1166,-200,18.9,1265,481,640,174,1570,1502,26.1,24.8,0.8283
202,15,2.3,1050,-200,13,1084,305,748,117,1402,1153,26.2,24.4,0.8174
202,16,3.2,1174,-200,18.8,1264,396,670,145,1598,1287,28.9,21.3,0.8382
202,17,4.8,1323,-200,26.8,1474,501,554,173,1854,1547,28,23.3,0.8681
202,18,6.7,1432,-200,36.9,1706,702,488,204,2098,1842,24.7,27.9,0.8559
202,19,7.5,1479,-200,39.3,1756,755,466,209,2165,1908,23,33.6,0.9302
202,20,4.5,1309,-200,23.1,1379,524,555,175,1841,1693,20.9,45.8,1.1159
202,21,2.1,1089,-200,11.6,1037,247,707,129,1480,1336,19.8,48.6,1.113
202,22,1.5,1009,-200,8.3,911,196,788,111,1359,1177,19.8,47.7,1.0885
202,23,1.1,930,-200,5.7,796,135,883,85,1263,977,18.6,49.1,1.0435
203,0,1.1,929,-200,5.9,805,146,879,86,1270,974,17.2,53.9,1.0498
203,1,0.9,872,-200,4.1,718,106,981,71,1223,872,16.3,56.8,1.047
203,2,0.5,790,-200,2.2,601,70,1150,60,1157,734,17.4,53.4,1.0541
203,3,0.4,793,-200,2,581,-200,1169,-200,1152,668,15.5,58.8,1.0309
203,4,-200,789,-200,2.2,596,62,1145,48,1161,698,14.6,62.1,1.0236
203,5,0.4,769,-200,2,586,60,1221,45,1134,650,17.1,52.5,1.013
203,6,0.7,852,-200,4,713,92,1029,53,1203,749,15.2,58.3,0.9986
203,7,2,1100,-200,13.4,1097,277,739,94,1516,1106,14.9,59.2,0.9985
203,8,4.2,1326,-200,28,1504,600,510,122,1968,1609,15.1,59,1.0086
203,9,5.2,1433,-200,28.6,1518,693,499,170,1973,1770,19,47.8,1.0434
203,10,3.8,1310,-200,21.4,1334,617,573,174,1747,1633,22.4,38.8,1.04
203,11,3.7,1304,-200,19.1,1272,569,593,191,1673,1583,25.4,33.3,1.0679
203,12,3.4,1286,-200,19.6,1286,409,593,179,1728,1449,27.2,30.4,1.081
203,13,3.1,1217,-200,15.8,1175,335,621,148,1644,1451,25.5,34.8,1.1152
203,14,2.4,1104,-200,13.5,1099,290,698,129,1483,1147,26.4,28.5,0.9658
203,15,2.8,1143,-200,15.9,1176,312,677,148,1551,1108,27.7,25.1,0.9158
203,16,3.6,1205,-200,19.9,1295,440,626,184,1613,1267,28.6,23.2,0.8917
203,17,4,1276,-200,21.6,1340,450,597,188,1677,1303,27.2,26.3,0.9317
203,18,5.6,1440,-200,31,1573,578,491,204,1997,1643,25.3,33,1.0473
203,19,6.3,1467,-200,34.1,1643,615,467,201,2088,1749,23.2,36.9,1.0346
203,20,4.7,1339,-200,22.8,1373,536,541,165,1797,1585,21.6,43.3,1.1019
203,21,1.9,1108,-200,12.3,1061,238,685,133,1454,1315,21.1,44.8,1.1088
203,22,1.9,1116,-200,10.9,1012,249,699,125,1445,1290,19.7,49.3,1.1148
203,23,1.2,981,-200,7.1,860,150,812,101,1298,1059,20.3,47.8,1.1281
204,0,0.9,947,-200,5.7,798,108,869,79,1276,943,19.4,50.3,1.1201
204,1,-200,939,-200,5.3,776,-200,879,-200,1259,913,18.3,53.1,1.1056
204,2,-200,862,-200,2.9,644,-200,1030,-200,1173,720,17.5,56.1,1.1103
204,3,-200,827,-200,1.9,577,-200,1138,-200,1143,640,19.2,50.3,1.1087
204,4,-200,879,-200,2.4,611,-200,1036,-200,1189,779,16.6,59.6,1.117
204,5,-200,911,-200,4,710,-200,932,-200,1226,850,17.5,57.1,1.1311
204,6,-200,1051,-200,8.1,901,-200,778,-200,1379,1020,17.6,57.6,1.1471
204,7,-200,1496,-200,24.8,1425,-200,520,-200,1946,1605,18,57,1.1665
204,8,-200,1610,-200,36.3,1692,-200,436,-200,2197,1866,18.5,55.9,1.1779
204,9,-200,1428,-200,20.9,1321,-200,544,-200,1779,1621,18.6,57.2,1.2146
204,10,-200,1459,-200,22.2,1356,-200,525,-200,1795,1712,20.2,53,1.2407
204,11,-200,1486,-200,23.5,1390,-200,504,-200,1835,1770,21.3,50.1,1.2539
204,12,1.7,1158,-200,10.8,1008,-200,695,-200,1489,1175,24.6,42.8,1.3053
204,13,1.7,1200,-200,11.2,1021,223,678,101,1510,1157,24.6,44.1,1.3477
204,14,2.2,1290,-200,15.1,1151,267,613,113,1638,1219,25.6,43.4,1.4049
204,15,2.8,1366,-200,17.4,1223,308,578,121,1744,1288,26.1,42.6,1.4172
204,16,3.9,1505,-200,23.4,1388,422,516,146,1978,1503,25.8,44.8,1.4644
204,17,6.5,1728,-200,35.9,1683,623,419,188,2365,1861,25.4,47.9,1.5346
204,18,6.3,1673,-200,34,1643,572,436,182,2259,1781,24.6,50,1.5241
204,19,5.7,1636,-200,30.1,1553,514,449,166,2130,1745,23.6,54.4,1.5687
204,20,4.4,1468,-200,20,1296,414,529,142,1854,1590,22.6,59.5,1.6155
204,21,1.6,1180,-200,10.5,997,143,677,84,1549,1127,22.1,61.3,1.6133
204,22,1.5,1138,-200,9,938,147,700,87,1500,1098,22.1,61.3,1.6053
204,23,1.7,1192,-200,10.7,1004,159,665,91,1577,1176,21.1,64.7,1.5956
205,0,1.9,1176,-200,10.4,993,206,659,91,1572,1178,20.3,66.4,1.5591
205,1,1.6,1137,-200,9.7,967,140,687,74,1557,1091,19.4,69.3,1.5418
205,2,1.3,1035,-200,6.9,851,132,764,69,1465,1002,19,70.8,1.5417
205,3,0.8,943,-200,4,709,-200,893,-200,1348,876,20.2,65.8,1.5442
205,4,0.6,904,-200,3,655,81,968,54,1326,824,19.8,67.2,1.5322
205,5,0.7,966,-200,4.3,726,120,872,60,1371,892,19,70.3,1.5308
205,6,1.6,1124,-200,9.8,972,279,674,69,1568,1092,18.8,71.8,1.5372
205,7,2.9,1348,-200,17.2,1217,392,559,91,1816,1413,20.2,66.3,1.555
205,8,4.1,1499,-200,27.9,1501,433,469,97,2130,1565,20.8,64.3,1.563
205,9,3.7,1427,-200,20.5,1311,531,503,114,1900,1594,22.3,59.3,1.5705
205,10,3.6,1473,-200,21.2,1330,619,497,129,1908,1677,23.2,56.6,1.5929
205,11,3.4,1440,-200,19.9,1294,522,506,137,1879,1616,23.8,54.7,1.587
205,12,3.7,1474,-200,21.1,1326,505,485,134,1943,1610,23.5,56.2,1.6048
205,13,4.1,1485,-200,22.3,1359,465,477,132,2005,1614,23.9,54.4,1.5963
205,14,3.2,-200,-200,-200,-200,383,-200,123,-200,-200,-200,-200,-200
205,15,2.4,1306,-200,12.9,1079,278,603,105,1668,1286,25.4,47.4,1.517
205,16,3.4,1464,-200,18.4,1251,372,530,136,1853,1487,26.4,45.4,1.54
205,17,5.6,1629,-200,26.5,1466,540,458,169,2130,1703,25.8,46.9,1.5375
205,18,-200,1629,-200,29.4,1536,-200,435,-200,2205,1773,25.3,49.6,1.5805
205,19,-200,1707,-200,33.7,1637,-200,411,-200,2338,1848,24.2,54.3,1.6117
205,20,-200,1424,-200,19.9,1293,-200,524,-200,1902,1550,22.8,58.1,1.5951
205,21,-200,1297,-200,13.5,1100,-200,598,-200,1710,1350,21.5,63.2,1.5993
205,22,-200,1214,-200,11.2,1022,-200,645,-200,1592,1235,21.3,63,1.5798
205,23,-200,1160,-200,9.1,944,-200,686,-200,1523,1162,20.8,64.1,1.554
206,0,-200,1232,-200,10.9,1012,-200,642,-200,1595,1211,20.6,64,1.5346
206,1,-200,1134,-200,8.4,914,-200,699,-200,1512,1097,20.6,63.4,1.519
206,2,-200,1071,-200,7.1,860,-200,742,-200,1500,1021,20.4,64.4,1.522
206,3,-200,968,-200,4.3,730,-200,858,-200,1388,913,21.3,61,1.529
206,4,-200,994,-200,4,711,-200,867,-200,1384,909,20.5,64,1.5247
206,5,-200,1046,-200,5.8,804,-200,774,-200,1458,983,20.3,65.3,1.5321
206,6,-200,1066,-200,6.3,827,-200,751,-200,1479,1024,20.1,65.9,1.5321
206,7,-200,1277,-200,12.3,1061,-200,612,-200,1691,1243,20.2,65.6,1.5368
206,8,-200,1290,-200,13.3,1093,-200,592,-200,1677,1253,21.1,62.8,1.5481
206,9,-200,1268,-200,12.5,1066,-200,608,-200,1665,1240,22.5,57.5,1.5518
206,10,-200,1243,-200,10.5,997,-200,648,-200,1587,1155,24.2,51.9,1.5426
206,11,-200,1300,-200,12.1,1053,-200,614,-200,1650,1193,25.2,48.9,1.5437
206,12,-200,1278,-200,12.1,1053,-200,630,-200,1641,1153,25.8,47.8,1.5662
206,13,-200,1249,-200,11.2,1023,-200,639,-200,1640,1034,25.7,49.2,1.5988
206,14,-200,1145,-200,7.2,867,-200,739,-200,1499,870,25.8,49.6,1.6213
206,15,-200,1199,-200,8.7,928,-200,704,-200,1533,890,25.7,48.8,1.5913
206,16,-200,1236,-200,9.6,962,-200,690,-200,1589,946,26.5,45.9,1.5626
206,17,-200,1289,-200,11.6,1037,-200,638,-200,1648,1033,25.4,48.9,1.565
206,18,-200,1299,-200,12.7,1072,-200,617,-200,1688,1107,24.4,52.5,1.583
206,19,-200,1506,-200,20.7,1315,-200,512,-200,1954,1395,23.9,54.6,1.5936
206,20,-200,1432,-200,17.8,1234,-200,553,-200,1849,1342,22.9,57.9,1.5958
206,21,-200,1193,-200,11.2,1021,-200,666,-200,1633,1152,22.1,61.1,1.6012
206,22,-200,1188,-200,10.8,1007,-200,668,-200,1577,1128,20.8,65.6,1.5898
206,23,-200,1162,-200,9.4,953,-200,691,-200,1526,1104,21.7,60.8,1.563
207,0,-200,1106,-200,8.5,921,-200,720,-200,1506,1055,21.1,62.8,1.5505
207,1,-200,1037,-200,6.5,836,-200,788,-200,1467,904,20.7,63.2,1.524
207,2,-200,982,-200,5.1,768,-200,850,-200,1416,835,21.2,61.5,1.5241
207,3,-200,944,-200,4.5,740,-200,881,-200,1412,781,20.3,64.6,1.518
207,4,-200,929,-200,3.9,703,-200,908,-200,1391,761,20.2,64.4,1.5035
207,5,-200,906,-200,3.3,672,-200,948,-200,1377,742,20.1,65.3,1.5153
207,6,-200,907,-200,3.2,665,-200,972,-200,1370,779,19.9,66,1.5141
207,7,-200,1013,-200,5.4,781,-200,829,-200,1469,894,19.8,66.4,1.5145
207,8,-200,1055,-200,5.6,795,-200,800,-200,1476,927,20.4,64.1,1.5178
207,9,-200,1138,-200,7.5,880,-200,727,-200,1538,1034,21.6,60.8,1.5496
207,10,-200,1250,-200,10.7,1003,-200,647,-200,1638,1217,23.5,54.5,1.5553
207,11,-200,1165,-200,8.4,916,-200,711,-200,1517,1093,25.7,46.6,1.5105
207,12,-200,1229,-200,11.3,1025,-200,663,-200,1588,1073,26.6,43.7,1.5031
207,13,-200,1168,-200,8.3,911,-200,715,-200,1517,969,27.4,41.8,1.5056
207,14,-200,1092,-200,6,814,-200,794,-200,1446,777,27.4,42.8,1.5344
207,15,-200,1109,-200,6.7,843,-200,769,-200,1458,743,27.1,43.3,1.5255
207,16,-200,1133,-200,6.2,823,-200,775,-200,1449,777,26.9,44.4,1.551
207,17,-200,1192,-200,7.7,887,-200,716,-200,1488,819,26.9,44.4,1.5538
207,18,-200,1298,-200,11,1015,-200,647,-200,1619,1056,24.7,51.9,1.5868
207,19,-200,1524,-200,20.8,1320,-200,514,-200,1925,1481,23.7,55.6,1.6074
207,20,-200,1540,-200,21.4,1336,-200,498,-200,1929,1590,22.7,59.6,1.6261
207,21,-200,1190,-200,10.4,992,-200,654,-200,1587,1211,21.9,61.4,1.5946
207,22,-200,1092,-200,8.3,911,-200,735,-200,1506,1052,22,59.8,1.562
207,23,-200,1079,-200,7.8,890,-200,745,-200,1522,1000,20.5,64.9,1.5473
208,0,-200,995,-200,5.5,789,-200,828,-200,1432,874,19.8,66.9,1.5277
208,1,-200,960,-200,5.2,772,-200,838,-200,1431,852,18.4,71.6,1.4997
208,2,-200,890,-200,3.2,666,-200,969,-200,1323,728,18.9,68.6,1.4818
208,3,-200,860,-200,2.7,632,-200,1037,-200,1322,713,17.8,72.3,1.4546
208,4,-200,860,-200,3,652,-200,997,-200,1326,734,17.1,73.9,1.4262
208,5,-200,883,-200,4,713,-200,937,-200,1351,777,17.7,70.3,1.4088
208,6,-200,929,-200,5.6,795,-200,858,-200,1373,815,17.1,71.8,1.3936
208,7,-200,1100,-200,11.1,1018,-200,706,-200,1573,1002,18.3,67.5,1.4044
208,8,-200,1257,-200,20.1,1299,-200,550,-200,1864,1302,18.5,67,1.4135
208,9,-200,1402,-200,23.6,1393,-200,505,-200,1967,1542,19.9,61.7,1.4193
208,10,-200,1376,-200,21,1324,-200,527,-200,1886,1571,22.9,52.6,1.4519
208,11,-200,1374,-200,21.8,1346,-200,519,-200,1910,1614,24.2,49,1.4586
208,12,-200,1381,-200,22.1,1355,-200,516,-200,1931,1583,25.8,44.7,1.459
208,13,-200,1282,-200,18.2,1247,-200,561,-200,1829,1285,26,44.5,1.4731
208,14,-200,1188,-200,14.2,1124,-200,625,-200,1655,1094,27.1,40.2,1.4217
208,15,-200,1227,-200,14.9,1147,-200,612,-200,1707,1113,27.4,39.8,1.4318
208,16,-200,1364,-200,21.1,1328,-200,528,-200,1898,1395,28.9,36.3,1.4291
208,17,-200,1531,-200,30.3,1558,-200,451,-200,2181,1620,28.4,37.5,1.4251
208,18,-200,1694,-200,41.6,1805,-200,391,-200,2523,1882,26,43.9,1.4562
208,19,-200,1723,-200,44.7,1866,-200,378,-200,2612,2006,24.3,49.6,1.486
208,20,-200,1356,-200,21.3,1331,-200,520,-200,1925,1643,23.3,53,1.4939
208,21,-200,1084,-200,10,979,-200,699,-200,1539,1239,22.6,55.1,1.4899
208,22,-200,1039,-200,8.9,936,-200,731,-200,1499,1121,21.2,59.3,1.4787
208,23,-200,1011,-200,7.4,875,-200,787,-200,1446,1012,20.6,60.9,1.4642
209,0,-200,968,-200,6.4,831,-200,810,-200,1425,961,20,63.1,1.4592
209,1,-200,867,-200,3.7,693,-200,971,-200,1335,825,19.7,63.4,1.4383
209,2,-200,820,-200,2.5,620,-200,1081,-200,1270,703,20.8,58.8,1.4305
209,3,-200,826,-200,2.7,631,-200,1072,-200,1280,752,17.8,69.8,1.4058
209,4,-200,835,-200,2.5,620,-200,1053,-200,1260,741,18.8,65.3,1.4023
209,5,-200,887,-200,4.1,717,-200,955,-200,1334,786,17.6,69.5,1.3889
209,6,-200,990,-200,7.8,889,-200,763,-200,1450,952,17.4,69.7,1.3714
209,7,-200,1511,-200,30.8,1569,-200,476,-200,2195,1601,17.4,70.1,1.3783
209,8,-200,1352,-200,26.4,1465,-200,491,-200,1998,1621,18.5,65.5,1.3787
209,9,-200,1337,-200,21.6,1339,-200,525,-200,1870,1622,20.6,58.5,1.4054
209,10,-200,1435,-200,22.8,1373,-200,513,-200,1910,1759,23.9,48.7,1.4269
209,11,-200,1377,-200,19.3,1276,-200,539,-200,1790,1666,26,43.8,1.4499
209,12,-200,1562,-200,30.4,1559,-200,453,-200,2130,1918,28.6,37.3,1.4423
209,13,-200,1358,-200,23.4,1389,-200,516,-200,1886,1525,27.9,38,1.4029
209,14,-200,1301,-200,17.1,1212,-200,575,-200,1717,1332,28.4,37.6,1.4282
209,15,-200,1255,-200,14.6,1136,-200,611,-200,1675,1183,28.5,37.3,1.4329
209,16,-200,1410,-200,21.6,1340,-200,533,-200,1841,1414,30.8,31.8,1.3908
209,17,-200,1578,-200,31.9,1595,-200,459,-200,2181,1680,29.7,33.1,1.3546
209,18,-200,1700,-200,40.5,1782,-200,401,-200,2403,2004,27,40.2,1.4158
209,19,-200,1778,-200,41.6,1805,-200,380,-200,2473,2094,25.6,47.5,1.539
209,20,-200,1539,-200,23.9,1402,-200,475,-200,2018,1780,23.9,57.2,1.6774
209,21,-200,1409,-200,20.3,1304,-200,500,-200,1829,1640,22.7,60.8,1.6582
209,22,-200,1231,-200,12.8,1077,-200,602,-200,1580,1379,21.8,59.9,1.5492
209,23,-200,1092,-200,8.7,928,-200,688,-200,1470,1139,22.4,58.3,1.561
210,0,-200,1036,-200,6.8,850,-200,760,-200,1411,1001,21.7,60.2,1.5442
210,1,-200,984,-200,5.3,780,-200,810,-200,1377,910,21.2,61.4,1.5258
210,2,-200,950,-200,4.6,743,-200,841,-200,1377,895,19.3,68.4,1.513
210,3,-200,889,-200,3.2,665,-200,943,-200,1310,805,19.8,65.1,1.49
210,4,-200,865,-200,2.8,636,-200,992,-200,1285,761,20,62.9,1.4495
210,5,-200,917,-200,3.6,686,-200,933,-200,1304,805,18.3,68.5,1.4291
210,6,-200,997,-200,6.2,823,-200,804,-200,1395,894,18.1,68.5,1.4067
210,7,-200,1433,-200,24.2,1409,-200,506,-200,1972,1439,17.6,70.5,1.4057
210,8,-200,1516,-200,32,1596,-200,429,-200,2183,1706,18.3,67.8,1.4091
210,9,-200,1528,-200,25.8,1449,-200,473,-200,2039,1756,20.4,61.2,1.447
210,10,-200,1347,-200,16.2,1186,-200,560,-200,1713,1493,22.5,55.6,1.499
210,11,-200,1392,-200,17.7,1231,-200,530,-200,1771,1567,25.7,46.4,1.507
210,12,-200,1359,-200,16.5,1195,-200,542,-200,1784,1376,26.8,44.6,1.5467
210,13,-200,1391,-200,18.3,1249,-200,518,-200,1845,1399,26,46.4,1.5414
210,14,-200,1335,-200,14.6,1137,-200,563,-200,1729,1293,26.3,46,1.5478
210,15,-200,1402,-200,17.1,1213,-200,530,-200,1789,1348,27.4,43.9,1.5811
210,16,-200,1406,-200,17.2,1216,-200,542,-200,1772,1314,29.6,36.7,1.4936
210,17,-200,1527,-200,24.6,1419,-200,476,-200,1966,1507,28.7,37.3,1.4486
210,18,-200,1559,-200,26.9,1476,-200,463,-200,2022,1660,25.7,44.1,1.4331
210,19,-200,1840,-200,44,1852,-200,360,-200,2553,2143,24.5,49.5,1.5022
210,20,-200,1666,-200,31,1573,-200,427,-200,2195,1968,23.3,54.4,1.5386
210,21,-200,1336,-200,16.8,1204,-200,542,-200,1759,1490,22.4,57.9,1.5449
210,22,-200,1189,-200,11,1014,-200,641,-200,1553,1249,22.7,55.8,1.5218
210,23,-200,1226,-200,11.4,1029,-200,620,-200,1570,1265,20.4,62.4,1.4758
211,0,-200,1171,-200,9.9,972,-200,650,-200,1529,1181,20.3,64.2,1.5063
211,1,-200,1002,-200,5,762,-200,814,-200,1385,954,21.4,60.6,1.5236
211,2,-200,950,-200,3.7,696,-200,894,-200,1375,875,20.3,66.3,1.5657
211,3,-200,930,-200,3.1,660,-200,925,-200,1321,838,20.9,62.2,1.5182
211,4,-200,924,-200,2.9,643,-200,948,-200,1329,825,19.9,66.1,1.5198
211,5,-200,994,-200,4.4,732,-200,852,-200,1400,882,19.8,67.1,1.5305
211,6,-200,1089,-200,7.4,873,-200,741,-200,1479,990,20.1,64.4,1.4967
211,7,-200,1468,-200,19.4,1280,-200,518,-200,1899,1423,19.7,66.4,1.5035
211,8,-200,1696,-200,37.1,1711,-200,383,-200,2464,1823,20.9,62.4,1.5226
211,9,-200,1479,-200,22.2,1357,-200,491,-200,1937,1581,22.5,57,1.5314
211,10,-200,1425,-200,18.5,1255,-200,516,-200,1864,1500,23.5,53.4,1.5241
211,11,-200,1279,-200,14,1116,-200,587,-200,1668,1268,24.7,48.2,1.4802
211,12,-200,1319,-200,15.5,1165,-200,571,-200,1743,1230,27.1,40.9,1.4405
211,13,-200,1329,-200,15.7,1172,-200,561,-200,1739,1204,25.9,44.2,1.4576
211,14,-200,1327,-200,15.7,1172,-200,566,-200,1747,1205,26.9,41.8,1.4555
211,15,-200,1282,-200,12.7,1075,-200,605,-200,1651,1103,27.2,40.7,1.4481
211,16,2.9,1342,-200,15.3,1157,267,572,87,1707,1195,28.6,37.6,1.4468
211,17,5.4,1623,-200,28.8,1522,398,447,111,2110,1618,28,38.5,1.437
211,18,5.3,1576,-200,26.1,1458,418,463,119,2024,1637,25.2,45.8,1.4464
211,19,6.7,1747,-200,37.1,1709,515,399,128,2370,1876,24,50.6,1.4892
211,20,7,1757,-200,35.7,1680,669,396,117,2280,1959,23.2,54.7,1.5296
211,21,2.8,1331,-200,16.5,1194,326,559,92,1715,1477,22.3,57.1,1.5219
211,22,1.7,1182,-200,11,1016,209,658,73,1572,1210,21.8,58.2,1.5036
211,23,1.7,1162,-200,10.8,1008,183,658,60,1556,1160,20.9,61.3,1.4923
212,0,1.7,1147,-200,9.6,964,165,668,60,1517,1116,20.6,62,1.4827
212,1,1.2,1040,-200,6.5,836,111,762,53,1423,974,20.3,62.5,1.472
212,2,0.7,920,-200,3.6,688,67,920,47,1317,820,20.5,62.1,1.4771
212,3,0.7,931,-200,3.3,670,-200,931,-200,1326,792,18.7,68.5,1.4586
212,4,0.8,954,-200,4.4,731,88,865,43,1360,839,18.2,70.3,1.4498
212,5,0.9,981,-200,5.5,790,147,817,47,1390,898,18.2,70.1,1.4552
212,6,1.7,1147,-200,10.8,1009,279,653,50,1589,1096,18.2,70,1.4519
212,7,5.7,1606,-200,31.2,1578,665,440,81,2205,1786,19.4,66.5,1.4801
212,8,4.3,1490,-200,24.8,1424,592,465,75,2033,1604,19.5,66.9,1.4999
212,9,3.9,1473,-200,24.2,1409,557,483,87,1984,1637,21.1,61.1,1.5056
212,10,5.1,1582,-200,29.5,1539,693,435,128,2141,1827,23.2,54.7,1.5349
212,11,3.7,1468,-200,21,1323,530,496,105,1913,1641,24.4,52.5,1.5807
212,12,3.3,1413,-200,19.6,1285,412,518,101,1883,1505,26.4,45.8,1.553
212,13,3.6,1400,-200,21.2,1331,366,520,100,1916,1465,27.7,39.2,1.4356
212,14,3.2,1361,-200,18,1238,344,548,98,1805,1368,28,39.6,1.4738
212,15,3.5,1389,-200,20.5,1311,339,525,98,1845,1748,28.7,38.4,1.486
212,16,2.4,1305,-200,15.6,1167,297,586,98,1690,1301,28.5,39.4,1.5147
212,17,2.9,1354,-200,19.2,1275,294,543,90,1799,1338,28.4,39.8,1.5191
212,18,2.3,1352,-200,20,1296,211,534,84,1846,1337,26.4,45.9,1.5572
212,19,3.1,1472,-200,21.1,1327,323,497,101,1895,1516,25.2,49.5,1.5665
212,20,2.9,1412,-200,18.6,1256,333,525,98,1797,1435,24.9,50.9,1.5856
212,21,1.5,1221,-200,12.3,1061,163,619,76,1615,1178,24.6,52.2,1.5951
212,22,1.5,1230,-200,10.3,990,151,652,71,1559,1111,24,54.4,1.6049
212,23,1.7,1247,-200,9.6,961,167,666,71,1569,1112,23.8,56.1,1.6298
213,0,1.6,1217,-200,9.9,975,174,665,66,1565,1109,22.3,60.6,1.608
213,1,1.3,1158,-200,8.6,923,142,673,62,1519,1072,21.9,61.5,1.5967
213,2,1.4,1150,-200,7.3,871,155,697,58,1502,1030,21.1,64.5,1.594
213,3,0.9,1061,-200,5.4,785,-200,766,-200,1447,935,21,64.4,1.5828
213,4,0.9,1062,-200,5.1,770,96,780,48,1450,922,21.3,63.9,1.5951
213,5,1.3,1157,-200,7.8,890,154,681,53,1549,1054,20.8,66.7,1.6201
213,6,1.3,1167,-200,8.2,907,211,681,55,1548,1082,20.6,67.5,1.621
213,7,2.9,1403,-200,17.6,1229,381,523,63,1872,1365,20.9,66.3,1.6165
213,8,3.2,1453,-200,20.1,1298,470,489,69,1940,1497,21.5,63.7,1.6186
213,9,3.4,1455,-200,18.7,1260,464,502,84,1868,1540,23.7,56,1.6238
213,10,3.6,1512,-200,19.5,1282,450,498,95,1899,1554,26,48.2,1.598
213,11,2.3,1331,-200,13,1082,274,588,80,1689,1252,28.5,42.4,1.6286
213,12,3.1,1472,-200,18.2,1246,306,512,87,1873,1455,28.1,45.3,1.6957
213,13,3.3,1430,-200,16.2,1187,308,539,94,1812,1339,29,43.9,1.7309
213,14,1.9,1264,-200,11,1016,186,624,76,1650,1062,28.9,44.3,1.7392
213,15,2.6,1378,-200,15.9,1177,238,548,92,1775,1266,29.6,42.3,1.7248
213,16,2.7,1377,-200,14.2,1123,249,578,94,1716,1223,29.4,42.9,1.7308
213,17,3.7,1527,-200,19.9,1293,378,502,110,1907,1469,28.7,45.1,1.7468
213,18,3.8,1573,-200,21.7,1343,386,470,109,1990,1553,27,51.2,1.7928
213,19,4.8,1674,-200,25.7,1447,461,448,122,2065,1689,26.5,52.7,1.7966
213,20,3.5,1455,-200,17.3,1218,394,535,107,1796,1387,26.2,51.7,1.7334
213,21,2.2,1242,-200,11.2,1022,266,630,83,1641,1139,24.8,56.4,1.7447
213,22,1.5,1181,-200,8.9,935,158,701,62,1565,960,24.9,56,1.7367
213,23,3.4,1468,-200,15.2,1155,319,565,89,1738,1293,24.5,57.5,1.7433
214,0,3.7,1520,-200,17.2,1217,409,552,103,1812,1357,24.7,56.9,1.7438
214,1,2,1203,-200,11.9,1046,223,621,74,1664,1103,23.9,59.2,1.7327
214,2,1.4,1096,-200,8.1,903,107,732,52,1560,857,23.8,60.2,1.7515
214,3,1.1,991,-200,4.9,759,-200,845,-200,1440,658,23.5,61.3,1.7538
214,4,-200,941,-200,3.6,686,50,942,38,1406,549,22.8,64,1.7507
214,5,0.7,952,-200,3.7,695,56,910,39,1429,627,22.2,65.6,1.7355
214,6,1.2,1082,-200,6.3,825,163,753,59,1526,930,21.3,69.1,1.7275
214,7,1.3,1095,-200,7.7,886,187,705,56,1574,1001,21.3,68.2,1.7127
214,8,1.1,1049,-200,6.3,826,150,765,51,1521,917,22.2,65.2,1.7256
214,9,1,1055,-200,5.6,795,103,807,51,1494,834,24.1,59,1.7449
214,10,1.2,1074,-200,5.1,767,143,814,58,1489,796,24.3,61.6,1.8468
214,11,1.9,1229,-200,9,941,220,680,68,1653,1040,24.8,59.6,1.8351
214,12,2.3,1228,-200,9.3,952,301,668,81,1622,1110,24.5,58.8,1.7838
214,13,1.6,1107,-200,5.9,807,214,768,73,1546,836,21,76.8,1.8881
214,14,1.3,1031,-200,4.4,732,162,872,69,1476,704,19.8,78,1.7879
214,15,1.8,1155,-200,5.8,804,232,815,81,1510,773,19.4,80.5,1.7917
214,16,1.7,1131,-200,6.6,841,254,784,82,1531,811,19.6,79.1,1.7877
214,17,1.8,1143,-200,7.8,890,224,744,71,1578,848,20.8,73.1,1.7695
214,18,2,1145,-200,8.4,915,247,733,81,1586,892,21.1,68.6,1.7014
214,19,2.2,1169,-200,8.3,910,334,726,87,1563,992,21.1,68.3,1.6914
214,20,1.6,1105,-200,8.1,905,239,734,72,1576,950,21.2,67.7,1.6848
214,21,1.3,1049,-200,6.1,817,168,806,63,1517,882,20.8,68.6,1.6719
214,22,1.5,1069,-200,6.7,844,185,767,63,1527,883,20.8,68.1,1.6585
214,23,1.5,1073,-200,6.6,838,178,768,63,1549,892,20.7,68.4,1.6507
215,0,1.3,1039,-200,6.1,817,132,799,55,1502,836,20.1,70.5,1.6384
215,1,1.4,1021,-200,6,811,135,794,52,1502,837,20.2,67.9,1.5901
215,2,0.5,825,-200,1.4,536,39,1203,32,1302,498,19.4,70.4,1.5663
215,3,0.4,828,-200,1.7,558,-200,1166,-200,1304,494,18.8,73.8,1.5885
215,4,0.4,847,-200,1.9,576,33,1139,29,1321,507,17.9,77.7,1.5795
215,5,0.6,903,-200,3.4,679,90,956,44,1385,660,18.2,76.9,1.5945
215,6,1.1,1041,-200,7.2,865,164,757,53,1486,902,18.6,74.9,1.5918
215,7,2.9,1314,-200,19,1267,336,559,62,1888,1240,19.6,70.3,1.5821
215,8,3.5,1326,-200,24.5,1416,366,499,68,1971,1395,20.2,66.6,1.5567
215,9,4.6,1464,-200,25.6,1444,565,475,85,2049,1625,19.7,68.9,1.5638
215,10,3.4,1313,-200,17.1,1213,536,564,88,1789,1359,19.2,73.4,1.6192
215,11,2.3,1202,-200,12.3,1058,416,647,82,1623,1152,20,69.6,1.607
